"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","StressPattern"
"561",3443,"unable","Experiment_1_participant_17",1375,"Participant_17_20.TextGrid","N","N","Accented","Viktoria",113,0.6059957185,3,6,0.0586003403,"V","V",0.0858703652,"aI","V",0.1888557655,0,0.504848356,2.5572278912,"NoGlottalStop",0,9.9010600524,0.1444707055,0.461525013,0.1444707055,0.6059957185,0.1444707055,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",58.6003403,"No Pause","Pause",1.56419379507196,"HighFreq","unstressed-primary"
"562",3444,"unable","Experiment_1_participant_8",5399,"Participant_8_52.TextGrid","N","N","Accented","Simon",267,0.4811134507,3,5,0.0615832819,"V","V",0.0768386517,"eI","V",0.1760199913,0.074422871,0,3.2498131951,"NoGlottalStop",0,10.3925591626,0.1384219336,0.3426915171,0.1384219336,0.4811134507,0.1384219336,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","unaccented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",61.5832819,"Pause","No Pause",2.76938994941925,"HighFreq","unstressed-primary"
"563",3445,"unable","Experiment_1_participant_16",1241,"Participant_16_283.TextGrid","N","N","Accented","Lara",205,0.5159364145,3,6,0.0444037753,"V","V",0.0674598186,"EI","V",0.1518977618,0.0662385666,0.2640267903,1.7785012418,"GlottalStop",0.0414049824,11.6293400334,0.1532685763,0.3626678382,0.1532685763,0.4745314322,0.1118635939,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",44.4037753,"Pause","Pause",2.24908473831126,"HighFreq","unstressed-primary"
"564",3446,"unable","Experiment_1_participant_2",3702,"Participant_2_31.TextGrid","N","N","Unaccented","Lara",235,0.3884444792,3,5,0.0252757685,"V","V",0.070335801,"EI","V",0.1534366365,0.0596381886,0,3.3825051216,"NoGlottalStop",0,12.8718523939,0.0956115695,0.2928329098,0.0956115695,0.3884444792,0.0956115695,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,583.45,489.35,28,"Male","English","No","Essex","None","No","PhD Film Studies. 4th Year","Anglia Ruskin","Yes. A-Level","Not formally","No","No","Yes","unaccented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",25.2757685,"Pause","No Pause",2.66074985150142,"HighFreq","unstressed-primary"
"565",3447,"unable","Experiment_1_participant_32",4252,"Participant_32_295.TextGrid","N","N","Unaccented","Simon",218,0.4493880994,3,5,0.0651928728,"V","V",0.0694418051,"eI","V",0.140399859,0.0565474737,0,3.595760771,"NoGlottalStop",0,11.1262403411,0.1346346778,0.3147534215,0.1346346778,0.4493880994,0.1346346778,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,609.81,528.25,18,"Female","British English","No","North London","Basic French","Yes I did Latin GCSE","Natural Sciences (Biological). 1st year","Cambridge","No","No","No","No","No","unaccented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",65.1928728,"Pause","No Pause",2.50294737975493,"HighFreq","unstressed-primary"
"566",3448,"unable","Experiment_1_participant_25",2784,"Participant_25_41.TextGrid","N","N","Accented","Lara",255,0.5372456504,3,5,0.0439049826,"V","V",0.0712046361,"EI","V",0.1958802547,0.0904773761,0.2066996509,1.6822228772,"NoGlottalStop",0,9.3067296055,0.1151096187,0.4221360317,0.1151096187,0.5372456504,0.1151096187,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,828.11,684.54,39,"Male","British English","No","Bassingbourn. England UK","None","None","Chief Computing Technician","n/a","n/a","n/a","n/a","n/a","n/a","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",43.9049826,"Pause","Pause",2.37780620761611,"HighFreq","unstressed-primary"
"567",3449,"unable","Experiment_1_participant_30",3899,"Participant_30_46.TextGrid","N","N","Unaccented","Viktoria",260,0.3796302151,3,5,0.0496183499,"V","V",0.0623823478,"aI","V",0.1328136852,0.0379585358,0,3.1326643991,"NoGlottalStop",0,13.1707113955,0.1120006977,0.2676295174,0.1120006977,0.3796302151,0.1120006977,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",4,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","unaccented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",49.6183499,"Pause","No Pause",2.87295377142399,"HighFreq","unstressed-primary"
"568",3450,"unable","Experiment_1_participant_23",2298,"Participant_23_12.TextGrid","N","N","Accented","Lara",24,0.6907606679,3,5,0.0501080006,"U","V",0.1051461839,"EI","V",0.2330792176,0.1301109535,0.2472232439,2.2382596945,"NoGlottalStop",0,7.2383970778,0.1552541845,0.5355064835,0.1552541845,0.6907606679,0.1552541845,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,1127.05,942.98,55,"male","British English",NA,"North West England","basic french and german","2 years secondary school",NA,NA,"no","no","no","no","no","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",50.1080006,"Pause","Pause",1.78710272531336,"HighFreq","unstressed-primary"
"569",3451,"unable","Experiment_1_participant_24",2630,"Participant_24_63.TextGrid","N","N","Accented","Yannick",279,0.708417852,3,5,0.0578338857,"V","V",0.097105011,"eI","V",0.2506560715,0.2260359989,0.2702527103,2.4032549188,"NoGlottalStop",0,7.0579813679,0.1549388967,0.5534789553,0.1549388967,0.708417852,0.1549388967,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",57.8338857,"Pause","Pause",1.66440936777414,"HighFreq","unstressed-primary"
"570",3452,"unable","Experiment_1_participant_10",96,"Participant_10_252.TextGrid","N","N","Accented","Simon",171,0.4749108088,3,6,0.0528652413,"V","V",0.0406927015,"eI","V",0.1248185941,0,0.0776402116,1.3723794988,"GlottalStop",0.0671836077,12.6339512372,0.1607415506,0.3141692582,0.1607415506,0.407727201,0.0935579428,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,1125.85,875.1,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",52.8652413,"No Pause","Pause",2.91464569639635,"HighFreq","unstressed-primary"
"571",3453,"unable","Experiment_1_participant_9",5467,"Participant_9_158.TextGrid","N","N","Accented","Yannick",66,0.4970983795,3,6,0.0393994594,"V","V",0.0601482254,"eI","V",0.1655123283,0,0,1.4035612443,"GlottalStop",0.0445763252,12.0700453814,0.14412401,0.3529743695,0.14412401,0.4525220543,0.0995476848,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,1013.95,871.53,19,"female","British English","no","England","French. basic","no","BA(Hons) first year","Anglia Ruskin University","Yes. 2 years","Yes","Yes","Yes","Yes","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",39.3994594,"No Pause","No Pause",2.84989345227677,"HighFreq","unstressed-primary"
"572",3454,"unable","Experiment_1_participant_4",4513,"Participant_4_136.TextGrid","N","N","Unaccented","Viktoria",42,0.3622262213,3,5,0.0327346309,"V","V",0.0506958271,"aI","V",0.15543801,0,0,2.4265434618,"NoGlottalStop",0,13.8035285844,0.083430458,0.2787957633,0.083430458,0.3622262213,0.083430458,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","unaccented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",32.7346309,"No Pause","No Pause",3.70897951826663,"HighFreq","unstressed-primary"
"573",3455,"unable","Experiment_1_participant_20",1967,"Participant_20_257.TextGrid","N","N","Accented","Mandy",176,0.7070620126,3,5,0.0615271741,"A","V",0.1175852661,"eI","V",0.2324359912,0.1896113814,0.4536943721,2.4984088006,"NoGlottalStop",0,7.0715155257,0.1791124402,0.5279495724,0.1791124402,0.7070620126,0.1791124402,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,928.7,842.19,24,"female","British English ","no","West Sussex","Mandarin. Basic ","no","MA Dramatherapy year 1","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",61.5271741,"Pause","Pause",1.60101901619919,"HighFreq","unstressed-primary"
"574",3456,"unable","Experiment_1_participant_13",620,"Participant_13_198.TextGrid","N","N","Accented","Yannick",110,0.426623927,3,5,0.0343315849,"V","V",0.0547956584,"eI","V",0.1243155316,0.1852832022,0.1917103416,1.6690516699,"NoGlottalStop",0,11.7199239989,0.0891272433,0.3374966837,0.0891272433,0.426623927,0.0891272433,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",34.3315849,"Pause","Pause",2.39657050296092,"HighFreq","unstressed-primary"
"575",3457,"unable","Experiment_1_participant_15",976,"Participant_15_164.TextGrid","N","N","Accented","Mandy",73,0.5488383882,3,5,0.0597069854,"A","V",0.0751414442,"aI","V",0.1385039593,0,0,1.5184253653,"GlottalStop",0.0885990558,9.1101499224,0.2234474854,0.3253909029,0.2234474854,0.4602393325,0.1348484296,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","accented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",59.7069854,"No Pause","No Pause",2.63430794256371,"HighFreq","unstressed-primary"
"576",3458,"unable","Experiment_1_participant_27",3089,"Participant_27_219.TextGrid","N","N","Unaccented","Simon",134,0.3965692759,3,7,0.0450034968,"V","V",0.0550824281,"eI","V",0.1228652683,0,0,2.4880714054,"GlottalStop",0.0385085463,17.6513926472,0.1385944711,0.2579748047,0.1385944711,0.3580607296,0.1000859248,"n#V","un",6141,17018,1802,"able",1,1,3,"unstressed","primary","transparent","word",1,652.99,504.12,19,"Female","British English","No","Czech Republic (ages 4-7). mostly Cheltenham. England","Proficient - French. Spanish. very basic Czech and German","Yes. studied for 7 years - A* GCSE","MML. 1st Year","Cambridge","No","A couple of lectures","A couple of lectures","No","No","unaccented","Experiment_1",8.7227428743294,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",45.0034968,"No Pause","No Pause",3.61725952899374,"HighFreq","unstressed-primary"
"577",3459,"unacquainted","Experiment_1_participant_17",1323,"Participant_17_125.TextGrid","N","N","Unaccented","Viktoria",30,0.6629706602,4,10,0.0650693929,"V","V",0.127711905,"@","V",0.0529743926,0,0,3.6387991308,"NoGlottalStop",0,15.083623757,0.1927812979,0.4701893623,0.1927812979,0.6629706602,0.1927812979,"n#V","un",23,65,3,"acquainted",1,1,4,NA,"unstressed","transparent","word",1,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","unaccented","Experiment_1",3.13549421592915,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",65.0693929,"No Pause","No Pause",2.47334345109105,"MidFreq","NA-unstressed"
"578",3460,"unacquainted","Experiment_1_participant_18",1557,"Participant_18_207.TextGrid","N","N","Accented","Simon",121,0.9326028507,4,10,0.0535752325,"V","V",0.0658169646,"@","V",0.0678272274,0.1803268546,0.058851096,2.0067238959,"NoGlottalStop",0,10.7226779254,0.1193921971,0.8132106535,0.1193921971,0.9326028507,0.1193921971,"n#V","un",23,65,3,"acquainted",1,1,4,NA,"unstressed","transparent","word",1,1053.82,889.01,21,"female","british","no","lincolnshire","german - medium. dutch - basic","yes - 5 years - basic","marine biology - 2","anglia ruskin","no","no","no","no","no","accented","Experiment_1",3.13549421592915,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",53.5752325,"Pause","Pause",1.99329863374454,"MidFreq","NA-unstressed"
"579",3461,"unacquainted","Experiment_1_participant_12",466,"Participant_12_240.TextGrid","N","N","Unaccented","Mandy",158,0.7596512256,4,11,0.0419977201,"A","V",0.0687947223,"@","V",0.0555453717,0,0,3.2381176138,"GlottalStop",0.0872015013,14.4803294324,0.1979939436,0.561657282,0.1979939436,0.6724497243,0.1107924423,"n#V","un",23,65,3,"acquainted",1,1,4,NA,"unstressed","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","unaccented","Experiment_1",3.13549421592915,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",41.9977201,"No Pause","No Pause",2.77939255870274,"MidFreq","NA-unstressed"
"580",3462,"unacquainted","Experiment_1_participant_14",829,"Participant_14_22.TextGrid","N","N","Accented","Viktoria",135,0.7615812362,4,10,0.0549465169,"V","V",0.067917915,"@","V",0.0483534319,0.1989862179,0.3136253977,2.360574452,"NoGlottalStop",0,13.1305756029,0.1228644319,0.6387168043,0.1228644319,0.7615812362,0.1228644319,"n#V","un",23,65,3,"acquainted",1,1,4,NA,"unstressed","transparent","word",1,1222.05,990.78,19,"Female","English","No","Maidenhead. Berskire. England","None","No","English Language and Linguistics Second Year","Anglia Ruskin University ","Yes for two years while at university ","Yes","Yes","Yes","Yes","accented","Experiment_1",3.13549421592915,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",54.9465169,"Pause","Pause",1.69450279215341,"MidFreq","NA-unstressed"
"581",3463,"unacquainted","Experiment_1_participant_22",2263,"Participant_22_64.TextGrid","N","N","Accented","Lara",280,0.6546023648,4,10,0.0447034479,"V","V",0.0680395492,"@","V",0.0698533748,0.2988193156,0,1.9497996977,"NoGlottalStop",0,15.2764495492,0.1127429971,0.5418593677,0.1127429971,0.6546023648,0.1127429971,"n#V","un",23,65,3,"acquainted",1,1,4,NA,"unstressed","transparent","word",1,1236.11,1055.97,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","accented","Experiment_1",3.13549421592915,0,0,1,0,NA,NA,NA,NA,NA,NA,"n",1,"word",44.7034479,"Pause","No Pause",2.05149277883181,"MidFreq","NA-unstressed"
